Comments,Type
hi! can you give me a &#39;-5&#39;  ?,
oh so the robots use the matrix :),
skip to 2:50 to skip him teaching u about wether a matrix is 2x3 or a 4x4,
"i was dead on, he said the same thing in  the video.",
:),
matroid..! yesss..!,
he did use 0 so...,
is this high school or college level? i don&#39;t remember learning or hearing about this in high school,
colums?,
"so, there is a spoon after all ... ",
...modular programming,
you&#39;re obviously new here.,
whoa..,
who is the teacher?,
"the matrix isn&#39;t real, neo",
who else noticed the word &quot;columns&quot; was written as colums which is the wrong spelling.,
&quot;whoa&quot;,
"yes,so did i,i&#39;ll report it as misleading...not really ",
im in grade 9. what the heck am i doing here ,
he can&#39;t spell columns,
array&lt;arr,
misspelled columns,
i love you !,
"few years to late
",
"is he muted on yours..?
",
atleast spell columns right,
people here in 2023?,
j,
"whenever i&#39;m struggling with math, i always come to khan academy.i don&#39;t think i would have graduated college without these videos, so really and truly thank you!",
"you are helping me a lot, thanks.",
"thanks, little by little i am managing to understand!",
even after graduation  large chunk indian students don&#39;t know this .,
it&#39;s easy and crazy to learn,
thanks,
you need quite a sharp eye to differentiate between the 2 similar matrices,
,
grocery matrix,
"so if you&#39;re traveling to new york city, do your shopping before you go",
i wish i can thank the person who created this channel!in person! ,
i understand the way you explain more than my teacher,
"thank you so much, you saved my life :d",
it did not change the structure of the matrix. only the one can do that.,
even mathematicians use dark mode lol,
it was top row and middle column though.,
thank you,
i have a test tomorrow and i am doing this right now lmao,
why is it called the matrix multiplication? is there something to do with vectors and scalars? @khan academy,
,
is there a way on ipad to watch this video at double speed?  i know how on a pc or a mac but can&#39;t find a way on ipad.,
you can&#39;t cross a mosquito and a mountain climber. a mountain climber is a scalar.,
haha wow :d,
what do you get when you cross a mountain climber and a mosquito?,
youy&#39;re the first person all day who knew that.,
lool very hard stuff,
wut does19+1 eecwal?,
it&#39;s not rocket science... it&#39;s scalar multiplication.,
i think youve upset old al qida ;),
"wth..!! &quot; middle row top column...!! &quot; @ 2:00
it&#39;s top row and middle column",
lol,
i luv u,
301st,
301st,
"one thing i really like about sal is his incredible ability to understand his students - he knows exactly when people would normally start asking themselves questions and feeling slightly insecure about certain topics, and then he instantly gives an example on that.",
cool point about how matrix operations are undefined if the matrices are of different dimensions. thanks for the info.,
excellent education . its so brilliantly explained and easy to understand,
would you please make a video for determinants and matrices together?,
"very useful for concept building
",
you forgot to mention that matrix subtraction is not commutative just like regular subtraction.,
what if you just used 0 place holders for the matrix with different dimensions? that would be logical to me.,
"he always says &quot;i hope i helped you a little bit&quot; but he doesn&#39;t realize how much of a huge huge help he is to everyone out here!! thank you, sal khan!!!",1.0
9 years later and he still helps people understand this kind of stuff better than a teacher can.,1.0
"an easy way to remember it is is that velocity and vectors, who both contain directions, both begin with the letter &quot;v&quot;; scalars and speed, who do not contain a specified direction, both begin with the letter &quot;s&quot;. hope that clears any confusion with them. :d",1.0
does this guy know about every single concept on earth?? good teaching!,1.0
my physics teacher took 1 hour to explain this and made it more complicated than it was. thank you.,1.0
"sir! when i did physics in school i thought i would collapse from boredom. but you have succeeded in making me interested in it. i&#39;d like to thank you not just for this, but for motivating me to actually informally study physics to a greater degree.",1.0
